0.000000000000e+00, 2.657140676861e-01, 4.325326436234e-68
3.104392682339e+00, 2.537553891436e-01, 4.240805947630e-68
5.682288759711e+00, 3.248026596054e-01, 4.133109137022e-68
8.236282345024e+00, 2.998216997325e-01, 3.979469175304e-68
1.077996226037e+01, 2.414999125544e-01, 3.786754150877e-68
1.331558369159e+01, 2.400480650235e-01, 3.562787372578e-68
1.584311764922e+01, 2.409670535907e-01, 3.317651597287e-68
1.836180787833e+01, 2.210442102031e-01, 3.061346996844e-68
2.087059275849e+01, 1.996276995451e-01, 2.803311558410e-68
2.336825063974e+01, 1.787928751926e-01, 2.551247584264e-68
2.585345732502e+01, 1.596266110778e-01, 2.310901229952e-68
2.832481027461e+01, 1.461078559361e-01, 2.086510641376e-68
3.078083848086e+01, 1.362445784987e-01, 1.880374747119e-68
3.322000552737e+01, 1.287303187498e-01, 1.693213766566e-68
3.564070913386e+01, 1.245590779223e-01, 1.524854785180e-68
3.804127876505e+01, 1.218156873945e-01, 1.374155897497e-68
4.041997211618e+01, 1.213766421368e-01, 1.239574456601e-68
4.277497092700e+01, 1.197821623474e-01, 1.119476419097e-68
4.510437639810e+01, 1.198423127236e-01, 1.012101507044e-68
4.740620439485e+01, 1.204359264148e-01, 9.158258446333e-69
4.967838058188e+01, 1.189498106506e-01, 8.292566446591e-69
5.191873561419e+01, 1.210333597911e-01, 7.511633637618e-69
5.412500050901e+01, 1.227970434567e-01, 6.805003674032e-69
5.629480233043e+01, 1.218123365997e-01, 6.164028834431e-69
5.842566033323e+01, 1.234867198663e-01, 5.581639547460e-69
6.051498273122e+01, 1.261089019982e-01, 5.052236033533e-69
6.256006427814e+01, 1.256571433812e-01, 4.570831838200e-69
6.455808487349e+01, 1.254150828001e-01, 4.133362602727e-69
6.650610943149e+01, 1.270368745516e-01, 3.736734213383e-69
6.840108927647e+01, 1.276444023254e-01, 3.377473397019e-69
7.023986535059e+01, 1.271165599035e-01, 3.052993887869e-69
7.201917353843e+01, 1.268096539669e-01, 2.760524317098e-69
7.373565242337e+01, 1.266372038786e-01, 2.497719757786e-69
7.538585379173e+01, 1.262689849263e-01, 2.262111336459e-69
7.696625618658e+01, 1.258487222713e-01, 2.051404466911e-69
7.847328178179e+01, 1.253470683217e-01, 1.863334690883e-69
7.990331679406e+01, 1.239206783285e-01, 1.696049835060e-69
8.125273557215e+01, 1.212579797833e-01, 1.547628669818e-69
8.251792839806e+01, 1.184208081083e-01, 1.416531836946e-69
8.369533290112e+01, 1.161470869238e-01, 1.300736336870e-69
8.478146882723e+01, 1.139166769446e-01, 1.198057615916e-69
8.577297572378e+01, 1.108064256121e-01, 1.105854306014e-69
8.666665290598e+01, 1.065381465048e-01, 1.021894312825e-69
8.745950087375e+01, 1.014186053893e-01, 9.447423038991e-70
8.814876316594e+01, 9.592223531148e-02, 8.741556241648e-70
8.873196749795e+01, 9.039124363319e-02, 8.106977671766e-70
8.920696498363e+01, 8.505274721963e-02, 7.553047763198e-70
8.957196652774e+01, 8.005328474673e-02, 7.087577668637e-70
8.982557788726e+01, 7.562370126990e-02, 6.718908775765e-70
8.996686896183e+01, 7.221252812733e-02, 6.464271825065e-70
